Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.84373E-3,32.170038557,0.484120997,0.12804878,0.307692308,0
1.88589E-3,32.358627287,0.491870513,0.12703252,0.307692308,0
1.8886E-3,32.547486901,0.492364405,0.12601626,0.307692308,0
1.90441E-3,32.926844087,0.495239,0.12398374,0.307692308,0
1.91391E-3,33.118234876,0.496956255,0.12296748,0.307692308,0
1.94503E-3,33.312737671,0.502544913,0.12195122,0.307692308,0
1.95154E-3,33.507891809,0.50370674,0.120934959,0.307692308,0
1.99246E-3,33.904202206,0.510944296,0.118902439,0.307692308,0
2.03783E-3,34.107985326,0.518844923,0.117886179,0.307692308,0
2.04775E-3,34.312760486,0.520555435,0.116869919,0.307692308,0
2.06112E-3,34.51887259,0.522851027,0.115853659,0.307692308,0
2.10864E-3,34.936146196,0.530921776,0.113821138,0.384615385,0
2.11787E-3,35.147933524,0.532473918,0.112804878,0.384615385,0
2.13543E-3,35.361476817,0.53541183,0.111788618,0.384615385,0
2.2135E-3,35.582826772,0.548251304,0.110772358,0.384615385,0
2.22379E-3,35.805206203,0.549917767,0.109756098,0.384615385,0
2.23671E-3,36.028876944,0.551999387,0.108739837,0.384615385,0
2.35014E-3,36.263891146,0.569876468,0.107723577,0.384615385,0
2.40262E-3,36.504153604,0.577904489,0.106707317,0.384615385,0
2.5292E-3,36.998224232,0.5966554,0.104674797,0.384615385,0
2.54094E-3,37.252318275,0.598351513,0.103658537,0.384615385,0
2.61156E-3,37.513474649,0.608406593,0.102642276,0.384615385,0
2.63358E-3,37.776832564,0.611489299,0.101626016,0.384615385,0
2.6396E-3,38.04079293,0.612328644,0.100609756,0.384615385,0
2.69142E-3,38.309935206,0.619473696,0.099593496,0.384615385,0
2.79023E-3,38.58895844,0.632735084,0.098577236,0.384615385,0
2.85075E-3,38.874033599,0.640628208,0.097560976,0.384615385,0
2.90263E-3,39.164296869,0.647259533,0.096544715,0.384615385,0
2.96905E-3,39.461201583,0.655570199,0.095528455,0.384615385,0
3.0899E-3,39.770191358,0.670193584,0.094512195,0.384615385,0
3.10802E-3,40.080993322,0.672332215,0.093495935,0.384615385,0
3.18159E-3,40.399152643,0.680873397,0.092479675,0.384615385,0
3.196E-3,40.71875285,0.682519871,0.091463415,0.384615385,0
3.25588E-3,41.044340969,0.68927164,0.090447154,0.384615385,0
3.27235E-3,41.371575619,0.691102913,0.089430894,0.384615385,0
3.29447E-3,41.701022554,0.693546436,0.088414634,0.384615385,0
3.31537E-3,42.032559198,0.695836817,0.087398374,0.384615385,0
3.45587E-3,42.3781462,0.71079822,0.086382114,0.384615385,0
3.49819E-3,42.72796514,0.715158663,0.085365854,0.384615385,0
3.50421E-3,43.078385671,0.715773161,0.084349593,0.384615385,0
3.52133E-3,43.430518616,0.717515067,0.083333333,0.384615385,0
3.57949E-3,43.788467942,0.7233523,0.082317073,0.384615385,0
3.66153E-3,44.154621095,0.731381072,0.081300813,0.384615385,0
3.66718E-3,44.521339317,0.731925428,0.080284553,0.384615385,0
3.84245E-3,44.905584666,0.748273252,0.079268293,0.461538462,0
3.87689E-3,45.293274102,0.751366441,0.078252033,0.461538462,0
3.98992E-3,45.692266231,0.761253012,0.077235772,0.461538462,0
3.99336E-3,46.091602124,0.761547464,0.076219512,0.461538462,0
4.08832E-3,46.500434152,0.769539406,0.075203252,0.461538462,0
4.16381E-3,46.916815406,0.775701277,0.074186992,0.461538462,0
4.18289E-3,47.335104366,0.777232143,0.073170732,0.461538462,0
4.29796E-3,47.764900771,0.786247374,0.072154472,0.461538462,0
4.34436E-3,48.199337022,0.789778296,0.071138211,0.461538462,0
4.381E-3,48.637437136,0.792525234,0.070121951,0.461538462,0
4.52963E-3,49.090400532,0.803305515,0.069105691,0.461538462,0
4.66734E-3,49.557134763,0.812792907,0.068089431,0.461538462,0
4.69262E-3,50.026396515,0.814483867,0.067073171,0.461538462,0
4.70783E-3,50.497179919,0.815494507,0.066056911,0.461538462,0
4.70975E-3,50.968155009,0.815621428,0.06504065,0.461538462,0
4.72803E-3,51.440958142,0.816827457,0.06402439,0.461538462,0
4.82495E-3,51.923453123,0.823090982,0.06300813,0.461538462,0
5.02353E-3,52.425805755,0.835263349,0.06199187,0.461538462,0
5.10017E-3,52.935822839,0.839734253,0.06097561,0.461538462,0
5.15334E-3,53.451156904,0.842764324,0.05995935,0.461538462,0
5.25287E-3,53.97644399,0.84828326,0.058943089,0.461538462,0
5.28856E-3,54.505300213,0.850214795,0.057926829,0.461538462,0
5.29369E-3,55.034669129,0.850490226,0.056910569,0.461538462,0
5.43046E-3,55.577715295,0.857653888,0.055894309,0.461538462,0
5.51907E-3,56.129622443,0.86211069,0.054878049,0.461538462,0
5.57958E-3,56.687580214,0.865073526,0.053861789,0.461538462,0
5.68171E-3,57.255751141,0.869930938,0.052845528,0.461538462,0
5.74791E-3,57.830542005,0.872985597,0.051829268,0.461538462,0
5.87195E-3,58.41773724,0.878517556,0.050813008,0.461538462,0
5.88166E-3,59.005903118,0.878940129,0.049796748,0.461538462,0
5.918E-3,59.597702935,0.880509166,0.048780488,0.461538462,0
6.04799E-3,60.202501825,0.88595718,0.047764228,0.461538462,0
6.0525E-3,60.807751556,0.886141607,0.046747967,0.461538462,0
6.14355E-3,61.422106438,0.889803104,0.045731707,0.461538462,0
6.21235E-3,62.043341461,0.89249154,0.044715447,0.461538462,0
6.28105E-3,62.671446399,0.895110535,0.043699187,0.461538462,0
6.4439E-3,63.315836212,0.901066724,0.042682927,0.461538462,0
6.46107E-3,63.961942754,0.901674567,0.041666667,0.461538462,0
6.51005E-3,65.25905463,0.903388631,0.039634146,0.461538462,0
6.51005E-3,65.910059965,0.903388631,0.038617886,0.461538462,0
6.52506E-3,66.562565508,0.903907545,0.037601626,0.461538462,0
6.60845E-3,67.223410648,0.906741772,0.036585366,0.461538462,0
6.65502E-3,67.888913128,0.90828804,0.035569106,0.461538462,0
6.68035E-3,68.556947788,0.909117954,0.034552846,0.461538462,0
6.88839E-3,69.245787278,0.915658441,0.033536585,0.461538462,0
6.90884E-3,69.936671183,0.916275182,0.032520325,0.461538462,0
6.97999E-3,70.634670059,0.918386618,0.031504065,0.461538462,0
7.03168E-3,71.337837934,0.919887096,0.030487805,0.461538462,0
7.10144E-3,72.04798242,0.921868645,0.029471545,0.461538462,0
7.11851E-3,72.759833192,0.922345771,0.028455285,0.461538462,0
7.14513E-3,73.474345987,0.923084336,0.027439024,0.461538462,0
7.221E-3,74.19644571,0.925150976,0.026422764,0.461538462,0
7.72232E-3,74.968677513,0.937478983,0.025406504,0.461538462,0
7.74732E-3,75.743409634,0.938037657,0.024390244,0.461538462,0
7.86852E-3,76.530261626,0.940675794,0.023373984,0.538461538,0
8.05256E-3,77.335517996,0.944468683,0.022357724,0.538461538,0
8.08197E-3,78.143714699,0.945051765,0.021341463,0.615384615,0
8.22079E-3,78.965793285,0.947722991,0.020325203,0.615384615,0
8.24254E-3,79.790047537,0.948129709,0.019308943,0.692307692,0
8.35017E-3,80.625064728,0.950095654,0.018292683,0.692307692,0
8.76703E-3,81.501767696,0.95703184,0.017276423,0.769230769,0
8.76703E-3,82.378470664,0.95703184,0.016260163,0.769230769,0
9.69535E-3,83.348005903,0.969209731,0.015243902,0.769230769,0
9.951E-3,84.343106195,0.971909762,0.014227642,0.769230769,0
1.01002E-2,85.353129131,0.97337499,0.013211382,0.769230769,0
1.02051E-2,86.373640088,0.974358816,0.012195122,0.769230769,0
1.10304E-2,87.476679602,0.98093358,0.011178862,0.769230769,0
1.1403E-2,88.616982679,0.983320918,0.010162602,0.846153846,0
1.19923E-2,89.816216619,0.986501236,0.009146341,0.846153846,0
1.22083E-2,91.037042098,0.987508029,0.008130081,0.846153846,0
1.22119E-2,92.258236924,0.987524581,0.007113821,0.846153846,0
1.24069E-2,93.498922843,0.988367665,0.006097561,0.846153846,0
1.25979E-2,94.758710107,0.989138588,0.005081301,0.846153846,0
1.26685E-2,96.025564622,0.989410685,0.004065041,0.846153846,0
1.26876E-2,97.294325366,0.989482903,0.00304878,0.923076923,0
1.28362E-2,98.57794604,0.990029246,0.00203252,0.923076923,0
1.42205E-2,100,0.993934048,0.00101626,1,0
