x,y,species cloglog values
832.0,832.0,0.22316787
833.0,833.0,0.045728225
834.0,834.0,0.035192166
835.0,835.0,0.1582553
836.0,836.0,0.3956569
837.0,837.0,0.12561023
838.0,838.0,0.07178905
839.0,839.0,0.21855693
840.0,840.0,0.4325387
841.0,841.0,0.03628772
842.0,842.0,0.19696555
843.0,843.0,0.24164511
844.0,844.0,0.08487606
845.0,845.0,0.05482976
846.0,846.0,0.0698675
847.0,847.0,0.3739961
848.0,848.0,0.083647795
849.0,849.0,0.042871583
850.0,850.0,0.6114893
851.0,851.0,0.07950244
852.0,852.0,0.12919006
853.0,853.0,0.038122196
854.0,854.0,0.20234297
855.0,855.0,0.49695626
856.0,856.0,0.2125934
857.0,857.0,0.27968314
858.0,858.0,0.043893423
859.0,859.0,0.041991916
860.0,860.0,0.07921608
861.0,861.0,0.048262678
862.0,862.0,0.27168614
863.0,863.0,0.19488432
864.0,864.0,0.76154745
865.0,865.0,0.10844455
866.0,866.0,0.062273454
867.0,867.0,0.017704764
868.0,868.0,0.12156586
869.0,869.0,0.07021563
870.0,870.0,0.03642754
871.0,871.0,0.03987916
872.0,872.0,0.08824112
873.0,873.0,0.07479509
874.0,874.0,0.044051405
875.0,875.0,0.10021032
876.0,876.0,0.9067418
877.0,877.0,0.041991916
878.0,878.0,0.048927333
879.0,879.0,0.09359346
880.0,880.0,0.08824112
881.0,881.0,0.051089652
882.0,882.0,0.04586189
883.0,883.0,0.105278604
884.0,884.0,0.12867282
885.0,885.0,0.0613637
886.0,886.0,0.15219706
887.0,887.0,0.8168275
888.0,888.0,0.1091876
889.0,889.0,0.16930245
890.0,890.0,0.11236181
891.0,891.0,0.0702377
892.0,892.0,0.06586937
893.0,893.0,0.057062685
894.0,894.0,0.03526417
895.0,895.0,0.102119
896.0,896.0,0.14636043
897.0,897.0,0.45545286
898.0,898.0,0.0464306
899.0,899.0,0.0622467
900.0,900.0,0.03786034
901.0,901.0,0.21748492
902.0,902.0,0.043460563
903.0,903.0,0.33505115
904.0,904.0,0.034793828
905.0,905.0,0.22818732
906.0,906.0,0.19202875
907.0,907.0,0.039602768
908.0,908.0,0.8127929
909.0,909.0,0.19486885
910.0,910.0,0.40142772
911.0,911.0,0.07563229
912.0,912.0,0.06723961
913.0,913.0,0.06657783
914.0,914.0,0.07260164
915.0,915.0,0.039403483
916.0,916.0,0.0704896
917.0,917.0,0.0702377
918.0,918.0,0.046187226
919.0,919.0,0.21472602
920.0,920.0,0.16692528
921.0,921.0,0.058741476
922.0,922.0,0.06678947
923.0,923.0,0.8576539
924.0,924.0,0.015978238
925.0,925.0,0.04071132
926.0,926.0,0.07129263
927.0,927.0,0.2233082
928.0,928.0,0.09767419
929.0,929.0,0.39878127
930.0,930.0,0.17066261
931.0,931.0,0.9156584
932.0,932.0,0.105121225
933.0,933.0,0.26165748
934.0,934.0,0.060932186
935.0,935.0,0.06999617
936.0,936.0,0.104012355
937.0,937.0,0.50254494
938.0,938.0,0.07882674
939.0,939.0,0.092919864
940.0,940.0,0.10039881
941.0,941.0,0.7897783
942.0,942.0,0.16741982
943.0,943.0,0.07178905
944.0,944.0,0.8033055
945.0,945.0,0.20879899
946.0,946.0,0.0630715
947.0,947.0,0.0862984
948.0,948.0,0.099042386
949.0,949.0,0.90911794
950.0,950.0,0.14075649
951.0,951.0,0.03786034
952.0,952.0,0.09390412
953.0,953.0,0.9481297
954.0,954.0,0.19029567
955.0,955.0,0.039702334
956.0,956.0,0.5109443
957.0,957.0,0.062160283
958.0,958.0,0.37008518
959.0,959.0,0.18028049
960.0,960.0,0.08302531
961.0,961.0,0.22865364
962.0,962.0,0.07585581
963.0,963.0,0.043460563
964.0,964.0,0.13099049
965.0,965.0,0.047823433
966.0,966.0,0.14436537
967.0,967.0,0.23909181
968.0,968.0,0.19428433
969.0,969.0,0.90390754
970.0,970.0,0.6911029
971.0,971.0,0.04228461
