Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.45641E-2,81.012161968,0.983325322,0.010162602,0.923076923,0
1.54434E-2,82.556502365,0.986977028,0.009146341,1,0
1.73776E-2,84.294260374,0.992438795,0.008130081,1,0
1.75211E-2,86.046367067,0.992737694,0.007113821,1,0
1.92393E-2,87.970295982,0.995519582,0.006097561,1,0
1.97766E-2,89.9479606,0.996147706,0.005081301,1,0
2.0241E-2,91.972056158,0.996619058,0.004065041,1,0
2.24301E-2,94.215068908,0.998172786,0.00304878,1,0
2.75125E-2,96.966314213,0.999562123,0.00203252,1,0
3.03369E-2,100,0.999802049,0.00101626,1,0
